
[2025-07-15 17:18:14] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:14] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:15] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:15] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:16] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:16] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:17] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:17] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:18] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:18] Pos: (311.26, 133.47), Speed: 0.00 m/s, Yaw: 0.55, Traffic Light: Red, 
[2025-07-15 17:18:19] Pos: (311.36, 133.47), Speed: 0.91 m/s, Yaw: 0.56, Traffic Light: Green, 
[2025-07-15 17:18:19] Pos: (312.72, 133.47), Speed: 3.42 m/s, Yaw: 0.39, Traffic Light: Green, 
[2025-07-15 17:18:20] Pos: (314.06, 133.48), Speed: 1.95 m/s, Yaw: 0.31, Traffic Light: Green, 
[2025-07-15 17:18:20] Pos: (315.55, 133.49), Speed: 3.21 m/s, Yaw: 0.28, Traffic Light: Green, 
[2025-07-15 17:18:21] Pos: (316.86, 133.49), Speed: 2.07 m/s, Yaw: 0.26, Traffic Light: Unknown, 
[2025-07-15 17:18:21] Pos: (318.33, 133.50), Speed: 2.63 m/s, Yaw: 0.19, Traffic Light: Unknown, 
[2025-07-15 17:18:22] Pos: (319.74, 133.50), Speed: 3.29 m/s, Yaw: 0.17, Traffic Light: Unknown, 
[2025-07-15 17:18:23] Pos: (321.45, 133.51), Speed: 2.29 m/s, Yaw: 0.15, Traffic Light: Unknown, 
[2025-07-15 17:18:23] Pos: (323.03, 133.50), Speed: 3.73 m/s, Yaw: -0.20, Traffic Light: Unknown, 
[2025-07-15 17:18:24] Pos: (324.73, 133.48), Speed: 1.96 m/s, Yaw: -0.40, Traffic Light: Unknown, 
[2025-07-15 17:18:24] Pos: (326.42, 133.46), Speed: 3.27 m/s, Yaw: -1.04, Traffic Light: Unknown, 
[2025-07-15 17:18:25] Pos: (327.66, 133.38), Speed: 1.87 m/s, Yaw: -2.62, Traffic Light: Unknown, 
[2025-07-15 17:18:25] Pos: (329.23, 133.23), Speed: 2.99 m/s, Yaw: -5.04, Traffic Light: Unknown, 
[2025-07-15 17:18:26] Pos: (330.51, 132.94), Speed: 2.84 m/s, Yaw: -10.43, Traffic Light: Unknown, 
[2025-07-15 17:18:27] Pos: (332.11, 132.37), Speed: 2.38 m/s, Yaw: -17.59, Traffic Light: Unknown, 
[2025-07-15 17:18:27] Pos: (332.87, 132.01), Speed: 2.30 m/s, Yaw: -21.53, Traffic Light: Unknown, 
[2025-07-15 17:18:28] Pos: (334.59, 130.89), Speed: 3.57 m/s, Yaw: -31.53, Traffic Light: Unknown, 
[2025-07-15 17:18:28] Pos: (335.68, 129.88), Speed: 2.01 m/s, Yaw: -39.90, Traffic Light: Unknown, 
[2025-07-15 17:18:29] Pos: (336.66, 128.63), Speed: 3.40 m/s, Yaw: -48.96, Traffic Light: Unknown, 
[2025-07-15 17:18:29] Pos: (337.38, 127.36), Speed: 1.96 m/s, Yaw: -57.01, Traffic Light: Unknown, 
[2025-07-15 17:18:30] Pos: (337.89, 125.82), Speed: 3.04 m/s, Yaw: -69.02, Traffic Light: Unknown, 
[2025-07-15 17:18:31] Pos: (338.11, 124.63), Speed: 2.15 m/s, Yaw: -75.29, Traffic Light: Unknown, 
